year,month,day,wind_dir,sea_surface_temperature,wvht,water_level,time
2016,5,23,NA,13.576470588235294,0.2747058823529412,NA,2016-05-23
2016,5,24,NA,13.353191489361702,0.3325531914893617,NA,2016-05-24
2016,5,25,NA,13.64375,0.2827272727272727,NA,2016-05-25
2016,5,26,NA,14.729787234042552,0.14512195121951219,NA,2016-05-26
2016,5,27,NA,14.683333333333334,0.29,NA,2016-05-27
2016,5,28,NA,14.208333333333334,0.47541666666666665,NA,2016-05-28
2016,5,29,NA,13.829787234042554,0.45702127659574465,NA,2016-05-29
2016,5,30,NA,13.842553191489362,0.2862790697674419,NA,2016-05-30
2016,5,31,NA,14.147916666666667,0.3875,NA,2016-05-31
2016,6,1,NA,14.872916666666667,0.3171794871794872,NA,2016-06-01
2016,6,2,NA,15.41875,0.33479166666666665,NA,2016-06-02
2016,6,3,NA,15.810416666666667,0.18923076923076923,NA,2016-06-03
2016,6,4,NA,16.333333333333332,0.17655172413793105,NA,2016-06-04
2016,6,5,NA,16.461702127659574,0.3568571428571429,NA,2016-06-05
2016,6,6,NA,15.148936170212766,0.35978260869565215,NA,2016-06-06
2016,6,7,NA,15.248936170212767,0.3224390243902439,NA,2016-06-07
2016,6,8,NA,15.891304347826088,0.4291304347826087,NA,2016-06-08
2016,6,9,NA,15.245652173913044,0.702,NA,2016-06-09
2016,6,10,NA,14.520833333333334,0.841875,NA,2016-06-10
2016,6,11,NA,14.125531914893617,0.24,NA,2016-06-11
2016,6,12,NA,14.197777777777778,0.47073170731707314,NA,2016-06-12
2016,6,13,NA,13.934042553191489,0.9525531914893617,NA,2016-06-13
2016,6,14,NA,14.7625,0.5585416666666667,NA,2016-06-14
2016,6,15,NA,15.908333333333333,0.23,NA,2016-06-15
2016,6,16,NA,16.571739130434782,0.08355555555555556,NA,2016-06-16
2016,6,17,NA,16.73695652173913,0.19116279069767442,NA,2016-06-17
2016,6,18,NA,16.289583333333333,0.3356818181818182,NA,2016-06-18
2016,6,19,NA,16.03125,0.3820454545454545,NA,2016-06-19
2016,6,20,NA,15.910869565217391,0.36512820512820515,NA,2016-06-20
2016,6,21,NA,16.591666666666665,0.4295833333333333,NA,2016-06-21
2016,6,22,NA,17.008510638297874,0.23347826086956522,NA,2016-06-22
2016,6,23,NA,17.351111111111113,0.19484848484848485,NA,2016-06-23
2016,6,24,NA,17.56875,0.2716279069767442,NA,2016-06-24
2016,6,25,NA,18.104166666666668,0.16638297872340427,NA,2016-06-25
2016,6,26,NA,18.462790697674418,0.15321428571428572,NA,2016-06-26
2016,6,27,NA,17.964583333333334,0.34829787234042553,NA,2016-06-27
2016,6,28,NA,18.302127659574467,0.285,NA,2016-06-28
2016,6,29,NA,19.00625,0.2084,NA,2016-06-29
2016,6,30,NA,19.729166666666668,0.20634146341463414,NA,2016-06-30
2016,7,1,NA,19.595744680851062,0.292,NA,2016-07-01
2016,7,2,NA,19.793617021276596,0.33844444444444444,NA,2016-07-02
2016,7,3,NA,20.747916666666665,0.3389583333333333,NA,2016-07-03
2016,7,4,NA,20.8,0.36209302325581394,NA,2016-07-04
2016,7,5,NA,20.663829787234043,0.2810344827586207,NA,2016-07-05
2016,7,6,NA,21.630434782608695,0.14375,NA,2016-07-06
2016,7,7,NA,21.129166666666666,0.34789473684210526,NA,2016-07-07
2016,7,8,NA,20.447916666666668,0.6004166666666667,NA,2016-07-08
2016,7,9,NA,18.378723404255318,0.49617021276595746,NA,2016-07-09
2016,7,10,NA,17.948936170212765,0.31377777777777777,NA,2016-07-10
2016,7,11,NA,18.070833333333333,0.24166666666666667,NA,2016-07-11
2016,7,12,NA,19.175,0.20121951219512196,NA,2016-07-12
2016,7,13,NA,18.673170731707316,0.4009756097560976,NA,2016-07-13
2016,7,14,NA,17.237777777777776,0.4251111111111111,NA,2016-07-14
2016,7,15,NA,17.78125,0.2610810810810811,NA,2016-07-15
2016,7,16,NA,18.99791666666667,0.1570967741935484,NA,2016-07-16
2016,7,17,NA,19.529787234042555,0.13533333333333333,NA,2016-07-17
2016,7,18,NA,20.217021276595744,0.37083333333333335,NA,2016-07-18
2016,7,19,NA,18.910416666666666,0.28625,NA,2016-07-19
2016,7,20,NA,19.604255319148937,0.35617021276595745,NA,2016-07-20
2016,7,21,NA,20.26382978723404,0.28904761904761905,NA,2016-07-21
2016,7,22,NA,19.291666666666668,0.6385416666666667,NA,2016-07-22
2016,7,23,NA,19.608333333333334,0.34299999999999997,NA,2016-07-23
2016,7,24,NA,20.23695652173913,0.48044444444444445,NA,2016-07-24
2016,7,25,NA,20.441666666666666,0.20257142857142857,NA,2016-07-25
2016,7,26,NA,21.306382978723406,0.23957446808510638,NA,2016-07-26
2016,7,27,NA,22.18936170212766,0.12655172413793103,NA,2016-07-27
2016,7,28,NA,22.102083333333333,0.20500000000000002,NA,2016-07-28
2016,7,29,NA,21.984782608695653,0.22133333333333333,NA,2016-07-29
2016,7,30,NA,22.43125,0.2497777777777778,NA,2016-07-30
2016,7,31,NA,22.489583333333332,0.22,NA,2016-07-31
2016,8,1,NA,22.253333333333334,0.2851219512195122,NA,2016-08-01
2016,8,2,NA,21.48936170212766,0.37574468085106383,NA,2016-08-02
2016,8,3,NA,21.729166666666668,0.27666666666666667,NA,2016-08-03
2016,8,4,NA,21.977083333333333,0.14515151515151514,NA,2016-08-04
2016,8,5,NA,21.65,0.2797222222222222,NA,2016-08-05
2016,8,6,NA,20.7125,0.4683333333333333,NA,2016-08-06
2016,8,7,NA,20.464583333333334,0.27475,NA,2016-08-07
2016,8,8,NA,20.908333333333335,0.2025,NA,2016-08-08
2016,8,9,NA,21.410416666666666,0.2567857142857143,NA,2016-08-09
2016,8,10,NA,21.445652173913043,0.3864,NA,2016-08-10
2016,8,11,NA,21.574468085106382,0.24209302325581394,NA,2016-08-11
2016,8,12,NA,20.78125,0.396875,NA,2016-08-12
2016,8,13,NA,21.022916666666667,0.25416666666666665,NA,2016-08-13
2016,8,14,NA,20.16808510638298,0.3224444444444444,NA,2016-08-14
2016,8,15,NA,21.191666666666666,0.2811904761904762,NA,2016-08-15
2016,8,16,NA,21.672340425531914,0.15934782608695652,NA,2016-08-16
2016,8,17,NA,21.066666666666666,0.6191666666666666,NA,2016-08-17
2016,8,18,NA,20.891666666666666,0.24173913043478262,NA,2016-08-18
2016,8,19,NA,21.532608695652176,0.2181578947368421,NA,2016-08-19
2016,8,20,NA,21.6125,0.17805555555555555,NA,2016-08-20
2016,8,21,NA,21.027272727272727,0.2523076923076923,NA,2016-08-21
2016,8,22,NA,21.110416666666666,0.4581081081081081,NA,2016-08-22
2016,8,23,NA,19.85,0.6925531914893617,NA,2016-08-23
2016,8,24,NA,20.486046511627908,0.2719047619047619,NA,2016-08-24
2016,8,25,NA,20.393617021276597,0.3932432432432432,NA,2016-08-25
2016,8,26,NA,19.916666666666668,0.3465957446808511,NA,2016-08-26
2016,8,27,NA,20.87391304347826,0.18947368421052632,NA,2016-08-27
2016,8,28,NA,21.58723404255319,0.16023809523809524,NA,2016-08-28
2016,8,29,NA,21.184782608695652,0.27631578947368424,NA,2016-08-29
2016,8,30,NA,21.187234042553193,0.3851063829787234,NA,2016-08-30
2016,8,31,NA,21.016666666666666,0.2937777777777778,NA,2016-08-31
2016,9,1,NA,20.927083333333332,0.19553191489361701,NA,2016-09-01
2016,9,2,NA,20.639130434782608,0.5735555555555556,NA,2016-09-02
2016,9,3,NA,20.147916666666667,0.24976744186046512,NA,2016-09-03
2016,9,4,NA,19.9625,0.6020833333333333,NA,2016-09-04
2016,9,5,NA,18.99375,1.1652083333333334,NA,2016-09-05
2016,9,6,NA,18.1875,0.9197916666666667,NA,2016-09-06
2016,9,7,NA,19.195833333333333,0.33916666666666667,NA,2016-09-07
2016,9,8,NA,19.83125,0.1835,NA,2016-09-08
2016,9,9,NA,20.475,0.20872340425531916,NA,2016-09-09
2016,9,10,NA,20.570833333333333,0.15261904761904763,NA,2016-09-10
2016,9,11,NA,19.784444444444446,0.45555555555555555,NA,2016-09-11
2016,9,12,NA,19.079166666666666,0.5521739130434783,NA,2016-09-12
2016,9,13,NA,19.071739130434782,0.36088888888888887,NA,2016-09-13
2016,9,14,NA,19.20625,0.42541666666666667,NA,2016-09-14
2016,9,15,NA,19.036170212765956,0.9285106382978723,NA,2016-09-15
2016,9,16,NA,18.98723404255319,0.19255813953488374,NA,2016-09-16
2016,9,17,NA,18.854166666666668,0.2138095238095238,NA,2016-09-17
2016,9,18,NA,19.074468085106382,0.39266666666666666,NA,2016-09-18
2016,9,19,NA,19.325531914893617,0.1388888888888889,NA,2016-09-19
2016,9,20,NA,19.7375,0.08404255319148936,NA,2016-09-20
2016,9,21,NA,19.72083333333333,0.18807692307692309,NA,2016-09-21
2016,9,22,NA,19.864583333333332,0.10512820512820513,NA,2016-09-22
2016,9,23,NA,19.81063829787234,0.1482608695652174,NA,2016-09-23
2016,9,24,NA,18.27872340425532,0.7821276595744681,NA,2016-09-24
2016,9,25,NA,17.682978723404254,0.9753191489361702,NA,2016-09-25
2016,9,26,NA,17.554166666666667,0.6014583333333333,NA,2016-09-26
2016,9,27,NA,17.527083333333334,0.30895833333333333,NA,2016-09-27
2016,9,28,NA,17.125,0.7423809523809524,NA,2016-09-28
2016,9,29,NA,16.96808510638298,1.2202127659574469,NA,2016-09-29
2016,9,30,NA,16.902127659574468,0.9061702127659574,NA,2016-09-30
2016,10,1,NA,16.080851063829787,0.9402127659574468,NA,2016-10-01
2016,10,2,NA,16.55625,0.7629166666666667,NA,2016-10-02
2016,10,3,NA,16.929787234042553,0.27466666666666667,NA,2016-10-03
2016,10,4,NA,16.695744680851064,0.5895744680851064,NA,2016-10-04
2016,10,5,NA,16.274468085106385,0.566595744680851,NA,2016-10-05
2016,10,6,NA,16.47659574468085,0.1713953488372093,NA,2016-10-06
2016,10,7,NA,16.72340425531915,0.1442857142857143,NA,2016-10-07
2016,10,8,NA,16.60217391304348,0.14857142857142858,NA,2016-10-08
2016,10,9,NA,16.420833333333334,1.032051282051282,NA,2016-10-09
2016,10,10,NA,15.704347826086957,2.2630434782608697,NA,2016-10-10
2016,10,11,NA,15.714893617021277,0.8312765957446808,NA,2016-10-11
2016,10,12,NA,15.793333333333333,0.1686046511627907,NA,2016-10-12
2016,10,13,NA,15.673913043478262,0.22642857142857142,NA,2016-10-13
2016,10,14,NA,15.304255319148936,0.9895744680851064,NA,2016-10-14
2016,10,15,NA,15.148936170212766,0.33808510638297873,NA,2016-10-15
2016,10,16,NA,15.043478260869565,0.46906976744186046,NA,2016-10-16
2016,10,17,NA,15.325,0.38636363636363635,NA,2016-10-17
2016,10,18,NA,15.486956521739131,0.23804347826086958,NA,2016-10-18
2016,10,19,NA,15.397916666666667,0.5339583333333333,NA,2016-10-19
2016,10,20,NA,15.226666666666667,0.4268181818181818,NA,2016-10-20
2016,10,21,NA,15.304255319148936,0.4553191489361702,NA,2016-10-21
2016,10,22,NA,15.652083333333334,0.38127659574468087,NA,2016-10-22
2016,10,23,NA,14.908695652173913,1.1291304347826088,NA,2016-10-23
2016,10,24,NA,14.585416666666667,0.695625,NA,2016-10-24
2016,10,25,NA,14.310869565217391,1.136086956521739,NA,2016-10-25
2016,10,26,NA,13.917021276595746,1.2687234042553193,NA,2016-10-26
2016,10,27,NA,13.639583333333333,0.7039583333333334,NA,2016-10-27
2016,10,28,NA,13.45625,1.0252083333333333,NA,2016-10-28
2016,10,29,NA,13.245833333333334,1.5122916666666666,NA,2016-10-29
2016,10,30,NA,13.2625,0.3620833333333333,NA,2016-10-30
2016,10,31,NA,13.129787234042553,1.0336170212765958,NA,2016-10-31
2016,11,1,NA,13.057446808510639,0.48,NA,2016-11-01
2016,11,2,NA,12.934042553191489,0.36974358974358973,NA,2016-11-02
2016,11,3,NA,12.964444444444444,0.19463414634146342,NA,2016-11-03
2016,11,4,NA,12.906521739130435,0.9830434782608696,NA,2016-11-04
2016,11,5,NA,12.761702127659575,0.7230434782608696,NA,2016-11-05
2016,11,6,NA,12.644444444444444,0.4707692307692308,NA,2016-11-06
2016,11,7,NA,12.188636363636364,1.3686363636363637,NA,2016-11-07
2016,11,8,NA,11.825,0.4077777777777778,NA,2016-11-08
2016,11,9,NA,11.948936170212766,0.2597872340425532,NA,2016-11-09
2016,11,10,NA,11.974468085106382,0.8025531914893617,NA,2016-11-10
2016,11,11,NA,11.691489361702128,0.9282978723404255,NA,2016-11-11
2016,11,12,NA,11.316666666666666,1.6439583333333334,NA,2016-11-12
2016,11,13,NA,11.612765957446808,0.544468085106383,NA,2016-11-13
2016,11,14,NA,11.467391304347826,0.3402222222222222,NA,2016-11-14
2016,11,15,NA,11.445833333333333,0.395,NA,2016-11-15
2016,11,16,NA,11.416666666666668,0.5270833333333333,NA,2016-11-16
2016,11,17,NA,11.185106382978724,0.5131914893617021,NA,2016-11-17
2016,11,18,NA,11.023913043478261,1.3610869565217392,NA,2016-11-18
2016,11,19,NA,10.547916666666666,0.5827083333333334,NA,2016-11-19
2016,11,20,NA,10.397826086956522,0.6324444444444445,NA,2016-11-20
2016,11,21,NA,10.39375,1.1777083333333334,NA,2016-11-21
2016,11,22,NA,10.435416666666667,1.0722916666666666,NA,2016-11-22
2016,11,23,NA,10.206249999999999,1.1910416666666668,NA,2016-11-23
2016,11,24,NA,10.038297872340426,0.5319148936170213,NA,2016-11-24
2016,11,25,NA,9.906521739130435,0.2696774193548387,NA,2016-11-25
2016,11,26,NA,9.684782608695652,0.3192857142857143,NA,2016-11-26
2016,11,27,NA,9.21304347826087,1.1541304347826087,NA,2016-11-27
2016,11,28,NA,8.989583333333334,0.9533333333333334,NA,2016-11-28
2016,11,29,NA,8.952083333333334,0.45521739130434785,NA,2016-11-29
2016,11,30,NA,9.334782608695653,0.46065217391304347,NA,2016-11-30
2016,12,1,NA,9.377083333333333,0.6477083333333333,NA,2016-12-01
2016,12,2,NA,9.202083333333333,0.7514583333333333,NA,2016-12-02
2016,12,3,NA,9.115217391304347,1.1710869565217392,NA,2016-12-03
2016,12,4,NA,8.94,1.334,NA,2016-12-04
2016,12,5,NA,8.919148936170213,0.4434782608695652,NA,2016-12-05
2016,12,6,NA,8.806818181818182,0.9495454545454546,NA,2016-12-06
2016,12,7,NA,8.65531914893617,0.3776595744680851,NA,2016-12-07
2016,12,8,NA,8.336170212765959,0.3615555555555556,NA,2016-12-08
2016,12,9,NA,7.93125,1.01875,NA,2016-12-09
2016,12,10,NA,7.742222222222222,1.2613333333333334,NA,2016-12-10
2016,12,11,NA,7.565217391304348,0.6582608695652173,NA,2016-12-11
2016,12,12,NA,7.460416666666667,0.5042553191489362,NA,2016-12-12
2016,12,13,NA,7.5377777777777775,0.6220454545454546,NA,2016-12-13
2016,12,14,NA,7.402083333333334,0.51,NA,2016-12-14
2016,12,15,NA,7,1.141304347826087,NA,2016-12-15
2016,12,16,NA,6.496428571428572,1.6625,NA,2016-12-16
2016,12,17,NA,6.462162162162162,0.46514285714285714,NA,2016-12-17
2016,12,18,NA,6.617021276595745,0.7636170212765957,NA,2016-12-18
2016,12,19,NA,6.702127659574468,1.2295744680851064,NA,2016-12-19
2016,12,20,NA,6.29375,0.48291666666666666,NA,2016-12-20
2016,12,21,NA,6.317391304347826,0.503695652173913,NA,2016-12-21
2016,12,22,NA,6.293617021276596,0.3547619047619048,NA,2016-12-22
2016,12,23,NA,6.2125,1.1085416666666668,NA,2016-12-23
2016,12,24,NA,6.106521739130435,0.40695652173913044,NA,2016-12-24
2016,12,25,NA,5.697777777777778,0.8644444444444445,NA,2016-12-25
2016,12,26,NA,5.734782608695652,0.8306521739130435,NA,2016-12-26
2016,12,27,NA,5.908695652173913,0.9876086956521739,NA,2016-12-27
2016,12,28,NA,5.926666666666667,0.7751111111111111,NA,2016-12-28
2016,12,29,NA,5.647916666666666,0.510625,NA,2016-12-29
